id,postJob,ratingComp,company,city/state,link,skill
1818828900,Senior Data Scientist,4.7,Grand Rounds,"San Francisco, CA",https://www.glassdoor.com/partner/jobListing.htm?pos=328&ao=103432&s=58&guid=0000015681687d779a881d5fc8bfef25&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cb=1471049924846&jobListingId=1818828900,
1906856063,Data Scientist,5.0,"Button, Inc.","New York, NY",https://www.glassdoor.com/partner/jobListing.htm?pos=407&ao=4120&s=58&guid=000001568162b984adac8cafad229fc2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cb=1471049546867&jobListingId=1906856063,
1923647874,Security Data Scientist- Scala-Java technologies,4.0,Splunk,"Palo Alto, CA",https://www.glassdoor.com/partner/jobListing.htm?pos=516&ao=107258&s=58&guid=00000156815cdf6f9e66520b63ea887a&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cb=1471049163517&jobListingId=1923647874,
1909747728,Senior Data Scientist for Top Name-Brand Retail Company,5.0,Averity,"Union, NJ",https://www.glassdoor.com/partner/jobListing.htm?pos=826&ao=83255&s=58&guid=0000015681637d48bc727ae16b624f22&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cb=1471049597137&jobListingId=1909747728,
1836430425,"Principal Data Scientist, Ideation",3.2,The NPD Group,"Port Washington, NY",https://www.glassdoor.com/partner/jobListing.htm?pos=130&ao=118434&s=58&guid=0000015681610291b67631040c72e784&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cb=1471049434745&jobListingId=1836430425,
1913989168,Data Scientist,3.5,Schlumberger Ltd.,"Houston, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=612&ao=107258&s=58&guid=0000015681858c6b857efd1f35e3559e&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cb=1471051829063&jobListingId=1913989168,"['incorporate', 'houston', 'ambiguously', 'years', 'employer.', 'scientist', 'including', 'solutions', 'statistical', 'enterprise', 'initiatives.', 'fidelity', 'qualifications', 'delivers', 'discipline', 'knowledge', 'agile', 'segments', 'disability', 'capabilities', 'operational', 'source', 'production', 'candidates', 'systems', 'veterans', 'transformation', 'resources', 'customers', 'good', 'python', 'big', 'practices.', 'digital', 'qualified', 'putting', 'forums', 'outcomes', 'advanced', 'applicants', 'masters', 'resource', 'skills', 'gender', 'recruitment', 'teams', 'planning', 'team', 'works', 'terminology', 'characteristics', 'predictive', 'employing', 'htc', 'methods', 'verbal', 'intelligence', 'national', 'schlumberger', 'sap', 'driving', 'analytics', 'elements', 'entering', 'employment', 'initiatives', 'extend', 'lead', 'ways', 'tools', 'integration', 'research', 'religion', 'written', 'race', 'contractor', 'performs', 'scientists', 'supplier', 'increasing', 'integrated', 'supporting', 'business', 'deliver', 'vevraa', 'commercial', 'sponsorship.', 'delivering', 'predictions.', 'statistics', 'focused', 'key', 'spark', 'stakeholders.', 'interpret', 'referral', 'tangible', 'service', 'technical', 'similar', 'synthesized', 'equal', 'experience', 'outcomes.', 'plus.', 'software', 'degree', 'insight.', 'via', 'statements', 'classification', 'color', 'communication', 'functional', 'community', 'objectively', 'frameworks.', 'learning', 'requested.', 'reducing', 'open', 'clustering', 'management', 'findings', 'quality', 'analytic', 'leading', 'support', 'participates', 'three', 'priority', 'influencing', 'teamwork', 'experience.', 'legally', 'successful', 'brand', 'regard', 'gas', 'oil', 'part', 'understand', 'external', 'excellent', 'manager.', 'technologies', 'sex', 'industrys', 'origin', 'must', 'multi', 'communicate', 'developing', 'work', 'us', 'project', 'r', 'transformation.', 'problem', 'worldwide', 'oilfield', 'seven', 'orientation', 'defined', 'analytics.', 'modern', 'comfortable', 'engineering', 'minimum', 'reports', 'sas', 'kpis', 'engages', 'technology', 'regression', 'information', 'law.', 'data.', 'develop', 'provide', 'sexual', 'veteran', 'responsible', 'able', 'hadoop', 'reside', 'machine', 'sciences', 'responsibilities', 'role', 'build', 'familiar', 'finding', 'ensemble', 'federal', 'development', 'play', 'experienced', 'multiple', 'investigations', 'models', 'outputs.', 'databases', 'problems', 'phd', 'driven', 'develops', 'products.', 'uses', 'quantitative', 'events.', 'protected', 'data', 'stack', 'identity', 'status', 'insights.', 'organization', 'methodologies', 'center', 'considered', 'age', 'well', 'analysis', 'patterns', 'depth', 'without', 'algorithms', 'towards', 'deploys', 'position', 'opportunity', 'differentiate']"
1883697933,Data Scientist 1,3.7,PayPal,"San Jose, CA",https://www.glassdoor.com/partner/jobListing.htm?pos=814&ao=107258&s=58&guid=00000156815d6f7fa47b8e2c79ba6595&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cb=1471049200142&jobListingId=1883697933,
1743120779,Product Excellence Engineer - Data Scientist,3.6,Tesla Motors,"Fremont, CA",https://www.glassdoor.com/partner/jobListing.htm?pos=710&ao=3949&s=58&guid=00000156815d3cee8f5052e56358f682&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cb=1471049187117&jobListingId=1743120779,"['development.', 'nosql', 'increasingly', 'storage', 'competing', 'results', 'actions', 'existing', 'hiring', 'scientist', 'identify', 'statistical', 'committed', 'find', 'ground', 'methods.', 'partners', 'based', 'knowledge', 'tight', 'debug', 'including', 'improvement', 'intensive', 'team.', 'production', 'position.', 'systems', 'quality.', 'visualizing', 'passion', 'world.', 'applied', 'designs', 'python.', 'premium', 'numpy', 'demands', 'automotive', 'desired', 'process.', 'engineered', 'vehicles', 'early', 'scipy', 'background', 'upstream', 'world', 'years', 'worlds', 'skills', 'toyota', 'teams', 'experience', 'excellence', 'architecture', 'team', 'small', 'making.', 'inter', 'predictive', 'everyone', 'learning', 'difficult.', 'achieved', 'series', 'requirements', 'related', 'detection', 'trends', 'computer', 'accelerate', 'levels.', 'year', 'ev', 'extract', 'time', 'best', 'techniques', 'managing', 'analyze', 'decision', 'apply', 'factory', 'daimler.', 'looking', '3', 'score', 'safety', 'electrical', 'ever', 'across', 'affordable', 'multivariate', 'full', 'jobs', 'ability', 'visualization', 'communicate', 'conventional', 'efficiency', 'explore', 'statistics', 'california', 'packages', 'fleet', 'ipython', 'techniques.', 'discipline.', 'manufactures', 'science', 'driven', 'evs', 'talent', 'implementing', 'technical', 'could', 'nhtsa', 'bachelor', 'reports', 'turn', 'range', 'contribution', 'create', 'first', 'dive', 'named', 'useful', 'curiosity', 'mobility', 'deadlines.', 'improvements', 'analyzing', 'analysis.', 'motor', 'support', 'paradigms.', 'desktop', 'quality', 'disciplinary', 'methods', 'given', 'manufacturing', 'findings', 'working', 'retrieving', 'meaningful', 'top', 'challenged', 'process', 'interest', 'vehicle', 'expected', 'improve', 'anomaly', 'flat', 'mining', 'pipelines', 'cars.', 'scikit', 'powertrain', 'required', 'tested', 'visual', 'part', 'proficiency', 'bayesian', 'benefits', 'trying', 'producing', 'must', 'customer', 'novel', 'join', 'intuitive', 'developing', 'car', 'challenge', 'work', 'engineering', 'career', 'innovate.', 'learn', 'statsmodels', 'making', 'pressure', 'publishing', 'databases', 'transition', 'activities.', 'convey', 'tesla', 'well', 'contribute', 'motors', 'non', 'deep', 'high', 'prestigious', 'teslas', 'minimum', 'manner', 'organizational', 'investigation.', 'needs', 'data.', 'genuine', 'goal', 'efficient', 'environment.', 'able', 'tableau', 'machine', 'field', 'responsibilities', 'complex', 'role', 'vehicle.', 'pandas', 'development', 'product', 'experienced', 'multiple', 'electric', 'engineers.', 'models', 'mongodb', 'collaboration', 'philosophy', 'proactively', 'effectively', 'impacting', 'suited', 'sql', 'sedan', 'end', 'data', 'class', 'structure', 'algorithm', 'failure', 'analyses', 'calling', 'tested.', 'drive', 'analysis', 'actionable', 'without', 'algorithms', 'components', 'mechanical', 'failures', 'model', 'operate', 'consumer', 'order', 'experience.']"
1915818692,Data Scientist,3.5,Horizon Blue Cross Blue Shield,"Newark, NJ",https://www.glassdoor.com/partner/jobListing.htm?pos=115&ao=55774&s=58&guid=0000015681610291b67631040c72e784&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cb=1471049434692&jobListingId=1915818692,"['collaborative.', 'code', 'help', 'open', 'workflow.', 'years', 'including', 'solutions', 'statistical', 'enterprise', 'initiatives.', 'research', 'principal', 'discipline', 'visualization', 'based', 'knowledge', 'field', 'thinking', 'industrys', 'capabilities', 'source', 'audiences.', 'candidates', 'health', 'meetings', 'take', 'conveying', 'easily', 'python', 'evaluate', 'practice', 'preferred', 'probability', 'devising', 'sampling', 'achievements', 'advanced', 'issues.', 'masters', 'identifying', 'skills', 'problems.', 'superb', 'public', 'large', 'tools', 'investigate', 'transform', 'simplified', 'higher', 'econometric', 'green', 'pertaining', 'domain', 'art', 'methods', 'findings', 'series', 'related', 'outcomes', 'analytics', 'computer', 'design', 'projections', 'instrumenting', 'expertise', 'extract', 'techniques', 'iiis.', 'projects.', 'pattern', '+', 'miner', 'consultative', 'track', 'state', 'machine', 'various', 'illustrations', 'new', 'across', 'demonstrated', 'available', 'foundation', 'scientific', 'business', 'aster', 'journal', 'processing', 'communicate', 'understanding', 'highly', 'implementing', 'approaches', 'mentoring', 'key', 'situation', 'informatics', 'along', 'strong', 'come', 'adapting', 'ideas.', 'technologists', 'language', 'epidemiology', 'technical', 'similar', 'industry', 'programming', 'experience', 'planned', 'published', 'implement', 'support', 'degree', 'tasks', 'managers', 'classification', 'prefer', 'number', 'strategic', 'initiative', 'learning', 'investigator', 'quality', 'theory', 'clustering', 'use', 'statistics', 'i.e.', 'e.g.', 'working', 'journals', 'top', 'system', '.', 'quantitative', 'linear', 'production', 'forward', 'exceptional', 'mining', 'big', 'company', 'needed.', 'delivery', 'skills.', 'external', 'recommendations.', 'level', 'companys', 'analyst', 'present', 'assets', 'applied', 'market.', 'datasets', 'platforms', 'science', 'work', 'value', 'record', 'remain', 'r', 'ongoing', 'evaluating', 'following', 'strategies', 'problem', 'stakeholders', 'etc.', 'collecting', 'required', 'ad', 'conferences', 'awareness.', 'process', 'alongside', 'proven', 'raw', 'experts', 'simulations', 'sas', 'partner', 'education', 'internal', 'information', 'develop', 'hoc', 'exploratory', 'academic', 'provide', 'responsible', 'hadoop', 'thorough', 'regression', 'write', 'application', 'complex', 'build', 'comprehended', 'significance', 'mathematics', 'analysts', 'product', 'models', 'correlation', 'problems', 'stay', 'organization', 'data', 'summarization', 'insights.', 'natural', 'especially', 'programs', 'obstacles', 'drive', 'analysis', 'perform', 'depth', 'solve', 'time', 'visualizations', 'requires', 'order']"
1522619993,Data Scientist,Data Scientist,Pangea Universal Holdings,"Chicago, IL",https://www.glassdoor.com/partner/jobListing.htm?pos=1731&ao=66506&s=58&guid=0000015681876109865aed8d516a848b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cb=1471051949575&jobListingId=1522619993,"['pto', 'pocket.', 'mixpanel', 'instincts', 'dynamic', 'founded', 'battle', 'decisions', 'eligible', 'editors', 'opportunities', 'suite', 'started', 'stocked', 'every', 'more.', 'sisense', 'skills', 'companies', 'solution', 'team', 'small', 'enhance', 'safe.', 'other.', 'perks.', 'cost', 'design', 'even', 'adds', 'chicago', '+', 'bonuses', 'version', 'international', 'simultaneously', 'behavior', 'degree', 'understanding', 'hours', 'let', 'web', 'meet', 'active', 'strong', 'change', 'engage', 'receive', 'study', 'compliance', 'allows', 'experience', '3+', 'implement', 'options', 'company.', 'growth.', 'vim', 'analyzing', 'tools', 'use', 'wealth', 'working', 'remainder', 'successful', 'company', 'excellent', 'striving', 'customer', 'join', 'room', 'salvador', 'science', 'work', 'learn', 'growing', 'making', 'scripting', 'il', 'control', 'dedicated', 'ingenuity', 'process', 'awesome', 'effectively', 'refine', 'chicagos', 'informing', 'solving.', 'provide', 'kissmetrics', 'utilize', 'machine', 'located', 'amazing', 'optimal', 'product', 'communicating', 'headquartered', 'needs', 'purpose.', 'produce', 'designed', 'coming', 'impact.', 'data', 'different.', 'amazon', 'inform', 'algorithms', 'order', 'operations', 'help', 'office', 'mission', 'years', 'isnt', 'scientist', 'innovative', 'dont', 'ethic', 'group', 'responsibilities', 'better', 'platform', 'systems', 'main', 'good', 'python', 'half', 'day', 'bank', 'possess', 'worlds', 'masters', 'always', '.net', 'offer.', 'soon.', 'flair', 'el', 'directly', 'reduce', 'related', 'bime', 'since', 'looking', 'debit', 'families.', 'theory', 'recommendations', 'quick', 'members', 'knit', 'card', 'driven', 'benefits', 'language', 'days', 'priorities', 'family.', 'first', 'features', 'industry.', 'one', 'done', 'colombia', 'little', 'management', 'findings', 'service', 'leading', 'least', 'anyone', 'role.', 'consistent', 'option', 'enhancing', 'part', 'distance', 'colleagues', 'target', 'iteration', 'ranging', 'r', 'enables', 'behaviors', 'calculated.', 'pro', 'partnership', 'sas', 'exploratory', 'responsible', 'pivotal', 'best', 'responsibly', 'solve', 'pain', 'deploy', 'track', 'metrics', 'organization', 'services', 'class', 'benefits.', 'looker', 'mobile', 'points', 'senior', 'walking', 'text', 'bright', 'ground', 'impact', 'based', 'analytic', 'remittance', 'treasury', 'weve', 'preferred', 'guatemala', 'fastest', 'closely', 'new', 'areas', 'experiments', 'activity', 'river', 'restaurants', 'predictive', 'bars', 'city.', 'fair', 'intelligence', 'analytics', 'close', 'deploying', 'techniques', 'visualize', 'capacity', 'domo', 'familiarity', '3', 'various', 'routing', 'youll', 'across', 'infrastructure', 'ability', 'nationwide', 'receivers', 'key', 'improve', 'career', 'many', 'taking', 'minds', 'comes', 'geolocation', 'relevant', 'simple', 'money.', 'coincidence', 'tons', 'learning', 'linux', 'customers.', 'addition', 'create', 'three', 'pc', 'kitchen', 'transferring', 'understand', 'ruby', 'spirit', 'cash', 'value', 'air', 'entrepreneurial', 'optimization', 'bachelors', 'evaluating', 'fun', 'guide', 'theres', 'employees', 'mexico', 'anticipating', 'develop', 'pay', 'make', 'trip', 'member', 'food', 'quant', 'chartio', 'development', 'comprehensive', 'reporting', 'qualifications', 'holidays', 'interpersonal', 'levels', 'changing', 'validate', 'opportunity', 'transaction', 'database', 'youre', 'well', 'analysis', 'patterns', 'command', 'coordinate', 'visualizations', 'strive', 'latest', 'versed', 'money', 'competitive', 'identify', 'lives.', 'visualization', 'application', 'thinking', 'eager', 'easy', 'usage', 'republic', 'save', 'remaining', 'smart', 'build', 'real', 'customers', 'optimizations', 'unlimited', 'term', 'collaboratively', 'game', 'performance', 'pangea', 'world', 'unique', 'vetting', 'desire', 'like', 'success', 'collect', 'continue', 'steps', 'fully', 'loyalist', 'security', 'maximize', 'back', 'trends', 'unless', 'mood', 'decision', 'localytics', 'creative', 'individuals', 'passion', 'business', 'marketing', 'communicate', 'location.', 'industry', 'pangeas', 'practical', 'perks', 'plus', 'messaging', 'shiny', 'processor', 'software', 'communication', 'within', 'device', 'appropriate', 'tableau', 'git', 'area', 'transfer', 'long', 'macbook', 'emacs', 'happy', 'head', 'north', 'complete', 'offer', 'account.', 'sophisticated', 'pay.', 'line', 'fraud', 'culture.', 'dominican', 'us', 'record', 'problem', 'etc.', 'strongly', 'transfer.', 'proven', 'diverse', 'expertise', 'lifetime', 'fluency', 'field', 'innovative.', 'patterning.', 'role', 'test', 'roadmap.', 'users', 'models', 'time', 'problems', 'utilities', 'coverage', 'sql', 'transfers', 'building', 'premiums', 'behavioral', 'honchos', 'intentional']"
