id,positJob,company,city_state,date,descrip,dateColect,country,url
#3141392,Vaga de ANALISTA DE OPERAÇÕES DATA CENTRER PL ,Certisign , Rio de Janeiro - RJ,2018-01-18,"
ANALISTA DE OPERAÇÕES DATA CENTRER PL - RJ
Atividades:
Executar atividades descritas no processo de manutenção e suas instruções de trabalho para promover disponibilidade e continuidade dos serviços e infraestrutura de TI do Datacenter;
Realizar atendimento inicial (nível 02) às solicitações de clientes internos (incidentes) através de ferramenta de gerenciamento de chamados;
Escalar para nível 03 os atendimentos a incidentes que necessitam de tratamento rápido e emergencial (SLA0);
Registrar incidentes através da ferramenta de controle de qualidade e encaminhar o parecer para o supervisor;
Colaborar no estabelecimento de cronogramas, bem como gerenciar prazos e execução das atividades;
Analisar requisitos para implantação de soluções, bem como propor o desenvolvimento de novas soluções;Requisitos:
Superior Completo;
Necessário experiência como Analista De Operações Datacenter Jr ou cargos similares;
Conhecer e ter experiência com Sistema Operacional Linux, Servidor de Aplicação JBOSS e Servidor Web Apache;Benefícios:
VR + VA + Ass. Médica + Ass. Odontológica + Seguro de Vida + Convênio com a farmácia.
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-de-operacoes-data-centrer-pl-rj-certisign-rio-de-janeiro-rj-3141392
#2678520,Vaga de Data Analyst ,Tapps Games , São Paulo - SP,2017-10-18,"
Data Analyst
Description
Somos a Tapps e, se você ama games, seu lugar é aqui!
Desenvolvemos jogos mobile desde 2012 e já lançamos mais de 400 títulos, que já ultrapassaram a marca de 500 milhões de downloads. Isso foi possível graças a uma equipe talentosa e muito, mas muito apaixonada pelo que faz, que sabe se divertir tanto quanto se esforça. Nossa missão é criar diversão para todo mundo, e estamos sempre procurando novos talentos que se identifiquem com esse objetivo.
Venha ser um Tapper!
Requirements
Data Analyst
A Tapps Games busca um analista de dados para auxiliar a tomada de decisão dos times de produção de jogos. Investigando dados de comportamento dos jogadores com o objetivo de otimizar o desempenho dos nossos jogos.
Nós temos um ambiente desafiador e dinâmico com várias oportunidades de aprendizado e desenvolvimento para manter
evolução na sua carreira.
O QUE PRECISAMOS
Precisamos de Tappers para realizar:
* Construção de dashboards e relatórios
* Otimização das métricas de desempenho dos jogos
* Acompanhamento do impacto das decisões tomadas
* Execução de análises ad hoc
* Execução e análise de testes A/B
Requisitos:
* Proatividade e curiosidade para resolver problemas
* Excelente capacidade analítica
* Boa comunicação e organização
* Interesse em aprender novas tecnologias
* Experiência com manipulação de banco de dados
* Experiência com modelagem e visualização de dados
O ALGO A MAIS
Experiência com:
* SQL
* Tableau, QlikView ou similares
* Aplicação de testes A/B
* Experiência prévia com games
Benefits
VR, VT, plano de saúde e muito amor;
Participação nos lucros e resultados;
Escritório próximo ao metrô;
Liberdade para propor novas atividades, processos e metodologias;
Ambiente (e dress-code) descontraído;
Os melhores happy-hours da sua vida
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-data-analyst-tapps-games-sao-paulo-sp-2678520
#3141395,Vaga de Analista de integração/middleware Data Power IBM ,CGI.br , Mogi das Cruzes - SP,2018-01-18,"
Analista de integração/middleware Data Power IBM
Qualificações requeridas para ser bem sucedido neste role:
* Formação acadêmica em Ciência da Computação, Engenharia de Computação, Análise de Sistemas e área de TI correlatas.
* Experiência em Data Power além de conhecimentos avançados em SO Windows e Linux.
* Experiência em suporte e administração de IBM DataPower Gateway Release: IDG.7.5.2.2
e IBM WebSphere DataPower XS40 Firmware: XS40.5.0.0.4
Os teus futuros deveres e responsabilidades:
* Implementar controles, processos e procedimentos, melhorando a administração e o e suporte de aplicações e equipamentos.
* Administrar e manter configurações destes equipamentos e aplicações de modo a garantir a performance do ambiente, monitorar os atendimentos dos níveis de serviços acordados com os clientes internos e externos da Cia e atuar na melhoria constante destes processos.
* Administrar e suportar soluções IBM DataPower (compilação, instalação, configuração, atualizações, testes, implantação, suporte e ajuste e otimização de desempenho) assim como documentar os procedimentos e instruções para possibilitar a homogeneização do conhecimento na equipe.
* Identificar oportunidades e desenvolver scripts para automatizar as tarefas e sempre que possível minimizar o trabalho manual.
* Análise de causas raiz; diagnosticar, isolar e executar a resolução de problemas.
* Planejar e definir requisitos e especificações e / ou personalizações de software de sistemas.
* Assegurar que os requisitos de qualidade, segurança e conformidade sejam atendido, elaborar e executar plano de atualizações e testes em conjunto com a área de negócios.
* Compartilhar conhecimentos e informações com a equipe de operações sendo o suporte de 3º nível para ampliar cobertura para questões críticas. Envolva o suporte do fornecedor conforme necessário e continue até o encerramento do problema.
* Publicação de endpoints em Web Service Proxy (com validação de schema) e em Multi-Protocol Gateway (sem validação de schema 
* tunneling)
* Utilização de ferramentas da plataforma de Monitoring and Troubleshooting para verificação dos endpoints publicados.
* Utilização de SoapUI para testes de Payloads (request/response) aos endpoints configurados no DataPower
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-de-integracao-middleware-data-power-ibm-cgi-br-mogi-das-cruzes-sp-3141395
#3118377,Vaga de Analista de Data Base Marketing Pleno ,Gi Group , São Paulo - SP,2018-01-16,"
Analista de Data Base Marketing Pleno
Pré-requisito necessário:
Conhecimento em estrutura de Banco de Dados: SQL, mySQL e/ou RStudio
* Conhecimento em plataforma de Análise, tais como TIBCO Spotfire, Tableau e/ou Klipfolio
* Conhecimento avançado em Pacote Office (Excel, Access e PowerPoint)
* Diferenciais: possuir certificação Microsoft Pacote Office e SQL Server
* Inglês: IntermediárioSalário: R$ a definirLocal de Trabalho: CENU 
* SP
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-de-data-base-marketing-pleno-gi-group-sao-paulo-sp-3118377
#3267150,Vaga de ESPECIALISTA ,TIM , Rio de Janeiro - RJ,2018-02-06,"
ESPECIALISTA - Information Technology - Big Data Solutions - Big Data Analysis & Data Governance - HQ
Descrição das atividades
Análise e especificação técnica/funcional de demandas de informação para a Indústria de Telecomunicações, voltadas para NBA (RTD), Big Data, Datawarehouse e Business Intelligence;
Configuração/Desenvolvimento de Campanhas/Ofertas para suportar o “Time to Market” das áreas de negócio;
Acompanhamento de Projetos (demandas) e interação com as demais áreas da Empresa (TI, MKT, Vendas, etc).Conhecimento e Experiência desejável
Conhecimento em Análise, Especificação e desenvolvimento na área de SAS (NBA, RTD), Big Data, Business Intelligence;
Conhecimentos técnicos:
* Ferramentas SAS Customer Decision Hub (ESP, RTDM, MA)
* Ferramentas SAS Visual Analytics e Enterprise Guide
* Conhecimento em SQL
* Conhecimento em Shell Script
Desejável conhecimento em gerenciamento de Projetos;
Desejável experiência em Telecom.Formação desejável
Engenharia, Ciências da Computação, Bacharelado em Informática ou áreas afinsEscolaridade Mínima
Superior CompletoEmpresa e Local de Trabalho
M300 Tim Celular S.A.
RJ 
* Rio de Janeiro
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-especialista-information-technology-big-data-solutions-big-data-analysis-data-governance-hq-tim-rio-de-janeiro-rj-3267150
#2966060,Vaga de Data Engineer ,Loggi , São Paulo - SP,2018-01-03,"
Data Engineer
Loggi is building an entirely new class of logistics: a last-mile solution powering same day delivery and blurring the line between online and offline for retail.
We’re working hard to leapfrog hundreds of years of poor infrastructure investment. We are positive that our effort is a net gain for the world and that it is, and will keep on making, a large impact in emerging markets. Our work is original, hence our challenges are unique. Your work is reflected daily in the thousands of drivers whose life Loggi is changing, as well as in the many customers who are surprised to receive timely and predictable service.
Our product has incredible complexity as it weaves online and offline elements, software and physical services, and interfaces with both business and end-consumers. It is the focal point for an operational, sales and engineering-heavy company.
Since launch, we are growing aggressively. We’re laser focused on product and user experience, and intend to stay that way.
We are looking for a software engineer who is responsible for designing, implementing and maintaining a large-scale low latency data pipeline that will influence all the business decisions at Loggi!
What you will do:
Build large-scale batch and real-time data pipelines with data processing frameworks/systems like Druid, Hive, Presto, ClickHouse, Spark
Build tools that will monitor our data/metrics pipeline healthiness and alert if something is astray
Collaborate with other engineers, Product Managers and Stakeholders to make sure the data/metrics being collected is correct according to the business scenario
Leverage best practices in logging and metrics collection across all sub-systems of the platform
Keep a concise, clear and comprehensible documentation of the systems you own
Who you are:
You know how to work with high volume heterogeneous data, preferably with distributed systems such as Kafka, Hadoop, Cassandra, ElasticSearch, BigTable
You have strong experience with data modeling / access / storage techniques
You have strong analytical and diagnostic skills
You have strong scripting skills - python, perl, shell, etc
We provide:
Freedom to think and explore.
Fun, laid-back environment in a fast paced Startup.
Feedback and brainstorming directly with the founders. No bureaucracy, no bull****
Competitive compensation based on your experience
Choice of tools
Score 10.5 out of 12 on Joel’s test
We will gift to you a technical updating conference of your choosing, after completing one year as a Logger
Next Steps:
Apply to this post!
PS: Applicants from anywhere are very welcome, however, this is an onsite position and you must be legally allowed to work in Brasil
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-data-engineer-loggi-sao-paulo-sp-2966060
#3253978,Vaga de Application Developer-Big Data Streams ,IBM , São Paulo - SP,2018-02-02,"
Application Developer-Big Data Streams
IBM has been in the solutions market for more than 100 years, today has the most valuable technology brand in the world and has more than 400,000 employees around the world. At IBM you can apply your knowledge, using it more deeply, or even reinventing yourself when working with challenging topics globally.
This job opportunity also applies to disabled professionals. IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified candidates will be considered for the vacancy, regardless of race, color, religion, sex, sexual identity or gender, sexual orientation, nationality, genetics, disability, age.
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-application-developer-big-data-streams-ibm-sao-paulo-sp-3253978
#3263934,Vaga de Estagiário , Data Science ,Looqbox ,2018-02-05,"
Estagiário em Data Science
São Paulo
Aqui na Looqbox estamos mudando a forma de fazer BI e gestão do conhecimento nas empresas pelo uso de linguagem natural.
Aprender a usar Data Science de forma aplicada, por meio de casos práticos em clientes Looqbox.
Requisitos
Programação básica, garra e vontade de aprender R e SQL
Benefícios
A combinar
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-estagiario-em-data-science-looqbox-sao-paulo-sp-3263934
#2963712,Vaga de Data Scientist ,Loggi , São Paulo - SP,2017-12-29,"
Data Scientist
São Paulo, Brasil
A Loggi, serviço online de entrega expressa que conecta o cliente diretamente com o mensageiro através do computador ou do celular. Visamos revolucionar o mercado de logística através da nossa tecnologia proprietária. Acreditamos que um bom ambiente de trabalho - importamos as melhores práticas do Vale do Silício - junto com funcionários contextualizados e proativos podem gerar resultados incríveis e oferecer grandes perspectivas de crescimento.
Loggi, a well-funded Brazilian startup, is looking for a developer with Machine Learning experience. Loggi is an urban logistics company bringing instant delivery within anyone's reach, offering state-of-the-art dispatching, routing, pricing, real-time tracking and billing. Founded in São Paulo, Brazil, Loggi uses the massive network of motor couriers to form a logistics network that is fast and reliable. Our web/mobile platform and API offer unmatched convenience, reliability, reach and timely delivery through a user friendly interface, real customer support, and fully legalized couriers - at a better price vs alternatives.
Doing real time logistics isn't easy. We need to balance supply vs demand regionally, reducing allocation and pickup time. You will help us improve our fleet efficiency by digging through a huge mountain of historical and real-time generated data, and help our motor couriers better positioning. Each improvement on those results play a significant role in our success, and make same day delivery more accessible to a broader audience. At Loggi you will be working with our engineers to architect, deploy, develop and tune our ML stack.
You
Have a good grasp of the various Statistical Models, Machine Learning and Discrete Optimization concepts
Have exceptional analytical and quantitative problem-solving skills
Have real world experience designing and implementing algorithms to tackle a hard problem
Are a team player: we have no rock stars. We do, however foster a culture of collaboration and sharing
Have the ability to communicate complex concepts effectively – both verbally and in writing
We provide
Fun, laid-back environment in a fast paced startup
Feedback and brainstorming directly with the founders
No bureaucracy, no bull
Competitive compensation based on your experience
If from abroad: full assistance in the immigration/moving process
Choice of tools
Our Current Stack
Mixed fleet of AWS and other dedicated server hosting providers
Docker for distributing services
PostgreSQL for relational storage
Citus for logging and OLAP loads
InfluxDB and Redshift for metrics
And a bunch of other stuff, let's not spoil the surprise
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-data-scientist-loggi-sao-paulo-sp-2963712
#3286484,Vaga de Analista Financeiro ,Direcional Engenharia , Belo Horizonte - MG,2018-02-08,"
Analista Financeiro
Atividades:
* Realizar extração de dados dos principais sistemas da companhia e consolidar as informações para subsidiar tomada de decisão;
* Desenvolver material para comitês diversos;
* Analisar carteira de clientes e desenvolver modelagem de mailling de acordo com a capacidade operacional;
* Revisar e propor melhorias para a gestão da carteira de inadimplência e retenção.
* Suporte ao desenvolvimento de métricas. Construção, avaliação e divulgação de indicadores operacionais.Necessário:
* Conhecimento Avançado em Excel (tabela dinâmica, gráficos, dashboards, formulas, programação em macro (VB/VBA) 
* haverá teste;
* Desenvolvimento de consultas em banco de dados (SQL);
* Conhecimento Avançado em Power Point;
* Conhecimento em Matemática Financeira.
Horário de trabalho: Segunda a sexta-feira 8:00 às 18:00.
Salário + benefícios.
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-financeiro-direcional-engenharia-belo-horizonte-mg-3286484
#3199615,Vaga de Analista ,Ambev , São Paulo - SP,2018-01-26,"
Analista
Descrição
Vaga banco destinado para PCD na região de Jaguariuna e Campinas
Qualificações
Graduação Completa
Conhecimento de Pacote Office
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-ambev-sao-paulo-sp-3199615
#3267194,Vaga de Analista Fiscal ,ManpowerGroup , Rio de Janeiro - RJ,2018-02-06,"
Analista Fiscal
CONTRATO TEMPORÁRIO (6 MESES)Salário: R$:4.000 + VT+VR+AM+AO+ SEGURO DE VIDA.Atividades: Analises de contas/ retenção de impostor de terceiro(federal e municipal)/ declaração federais (DCTF/DIRF e demais) e municipais.
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-analista-fiscal-manpowergroup-rio-de-janeiro-rj-3267194
#3217880,Vaga de Técnico Eletrotécnico (Data Center) ,Aceco TI , Rio de Janeiro - RJ,2018-01-29,"
Técnico Eletrotécnico (Data Center)
Atuação com elétrica/eletrotécnica
Bons conhecimentos de manutenção de transformadores, subestação , painéis elétricos, geradores, inversores de frequência, motores.
Diferencial ter atuado em Data Center
Necessario ter a vivencia comprovada
Imprescindível formação técnica: Técnico em Eletrotécnica
NRs 10 e 35 atualizadas
Pacote Office
Residir no RJ
Boa comunicação , agilidade, comprometido, pontual, pro ativo e senso de urgência.
Vaga : CLT + benefícios + plano de carreira
",2018-02-09,Brasil,https://www.lovemondays.com.br/vagas/vaga-de-tecnico-eletrotecnico-data-center-aceco-ti-rio-de-janeiro-rj-3217880
