id,positClean,companyClean,dateClean,skills,education,language,dateCollect,country,cityClean,stateClean,url
jk=9395d2111eec116d,ASSISTANT SCIENTIST CIENTISTA JUNIOR,Johnson   Johnson Family of Companies,2018-04-21,, bachelor, english,2018-04-24,Brasil,São José dos Campos,SP,https://www.indeed.com.br/viewjob?jk=9395d2111eec116d&fccid=0bed8e17bc113980&vjs=3
jk=4416cd4d53511c52,Data Scientist,Shopback,2018-03-25, hue volume hue algorithm model model database python r ruby spark hadoop, master,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=4416cd4d53511c52&fccid=7bf6965d650fe797&vjs=3
,NI,NI,2018-04-24,,,,2018-04-24,Brasil,NI,NI,https://www.indeed.com.br/viewjob?fccid=2efc3813fbcd0299&vjs=3
jk=f650775957bc18b2,Data Scientist em São Paulo SP,NI,2018-04-14,,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=f650775957bc18b2&fccid=ce783271e420d14a&vjs=3
jk=f94153271a4e0d77,Cientista de dados Data Scientist,Bannet,2018-03-25, valor python r php elasticsearch mongodb hadoop spark hbase value value,,,2018-04-24,Brasil,Fortaleza,CE,https://www.indeed.com.br/viewjob?jk=f94153271a4e0d77&fccid=cec7e10ce6a8b3d4&vjs=3
jk=df8c21c748ab34dc,Head de BI Data Scientist Sênior,Gazeus Games,2018-04-10, sql,,,2018-04-24,Brasil,Rio de Janeiro,RJ,https://www.indeed.com.br/viewjob?jk=df8c21c748ab34dc&fccid=943f6cb0d904f4e9&vjs=3
jk=f7f0f085b6c8211c,Data Scientist,Ambev,2018-04-10, modo algoritmo algoritmo modelo modelo python r scala matemática econometria hadoop hive spark pentaho modelo modelo algoritmo,,,2018-04-24,Brasil,Jaguariúna,SP,https://www.indeed.com.br/viewjob?jk=f7f0f085b6c8211c&fccid=0d85abf49301dae0&vjs=3
jk=7da19e81ba424f5f,Customer Facing Data Scientist,DataRobot,2018-03-25, model value model model data set scripting python r hadoop,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=7da19e81ba424f5f&fccid=ccacdb1cb7d4a077&vjs=3
jk=eb31429cb557c8d8,Data Scientist,PoaTek IT Consulting,2018-04-16, data set mode visualization mathematica r python model python hadoop model hadoop spark sas scala java hue data set database sql cloud model, bachelor master,,2018-04-24,Brasil,Porto Alegre,RS,https://www.indeed.com.br/viewjob?jk=eb31429cb557c8d8&fccid=5cd784149a115408&vjs=3
jk=4329b74c7b1d4800,Engenheiro de Dados Senior,Capitani,2018-03-25, data set volume,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=4329b74c7b1d4800&fccid=0c2a9ba49271314b&vjs=3
jk=aec3ac92e1df4b31,CONSULTOR DATA SCIENCE SAO PAULO,managementsolutions,2018-03-25, median modelo modelo modelo algoritmo econometria clustering sas r python matlab hadoop mongodb cassandra pig hive valor,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=aec3ac92e1df4b31&fccid=f3eca80b6759548b&vjs=3
jk=bcc0f9df29931b81,Growth Hacker Analyst,The GRID  Now and Future Community,2018-03-25, model value median mean median median median median median median econometrics,, english,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=bcc0f9df29931b81&fccid=b873fe13c609c676&vjs=3
jk=d02047f3400f6a76,Ad Operations and Paid Social Analyst,BuzzFeed,2018-03-25, median median median server median value median excel median,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=d02047f3400f6a76&fccid=aadc8cd1bc50c192&vjs=3
jk=99d08b16ad78d962,Program Manager Financial Services LATAM,Amazon com,2018-03-25, aws aws cloud aws aws value aws aws aws server aws correlation correlation aws aws cloud cloud matrix,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=99d08b16ad78d962&fccid=fe2d21eef233e94a&vjs=3
jk=0cba44566a605ea6,Research Assistant,MONSANTO,2018-04-17,,,,2018-04-24,Brasil,Petrolina,PE,https://www.indeed.com.br/viewjob?jk=0cba44566a605ea6&fccid=3529500887e40d15&vjs=3
jk=b76e4e62f0c1dc2d,Nuage Technical Project Manager LAT,NOKIA,2018-03-25, cloud cloud model model storage cloud azure model, bachelor, spanish,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=b76e4e62f0c1dc2d&fccid=3444e7c94299ba32&vjs=3
jk=da595527316a05a1,Design Lead Data Visualization McKinsey QuantumBlack,McKinsey   Company,2018-03-25, visualization excel tableau javascript visualization storage visualization visualization visualization visualization visualization value visualization visualization,, english,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=da595527316a05a1&fccid=6576e7250aa78c3c&vjs=3
jk=6ea2fa54a63e4541,Sr Consultant,Unisys,2018-04-07, hadoop tableau spark,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=6ea2fa54a63e4541&fccid=462555dec0279094&vjs=3
jk=082ca42f53e94ca3,MONGODB Senior Data Scientist Sênior,Foco em Você,2018-04-13, mongodb mongodb servidor cassandra nosql shell perl cloud azure aws valor,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=082ca42f53e94ca3&fccid=75362789267eff7f&vjs=3
jk=d1d0c7fba57324e2,Sr Specialist OrgSolutions New Ventures,McKinsey   Company,2018-04-20, model mean mathematica de-identification, master phd,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=d1d0c7fba57324e2&fccid=6576e7250aa78c3c&vjs=3
jk=8cb38ca2f7ae810f,Analista de Social Media,COLONY,2018-04-21, dashboard excel modelo significar database,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=8cb38ca2f7ae810f&fccid=f8d0aec3bd9ce1d4&vjs=3
jk=880f4ccf214d8ba2,Formulation Development Scientist,Hovione,2018-04-24,, phd, english,2018-04-24,Brasil,Lumiar,RJ,https://www.indeed.com.br/viewjob?jk=880f4ccf214d8ba2&fccid=0c84d0202dff3d50&vjs=3
jk=b7ab3be68cdc024e,MSL Oncologia Centro Oeste Job,MSD,2018-04-19, spark model value mean database perl,, english,2018-04-24,Brasil,Brasília,DF,https://www.indeed.com.br/viewjob?jk=b7ab3be68cdc024e&fccid=3c0bf511b4a29309&vjs=3
jk=9fdfc40a49526d77,Postdoctoral Research Scientist,NI,2018-04-10, database excel excel, phd phd,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=9fdfc40a49526d77&fccid=ce783271e420d14a&vjs=3
jk=b0cb04d28e2479fe,Mobile Software Engineer,ZX Ventures,2018-04-11, storage,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=b0cb04d28e2479fe&fccid=f19a84c367782cca&vjs=3
jk=2ea8c57ad1c6b74d,MSL Oncologia Norte e Nordeste Job,MSD,2018-04-19, spark model value mean database perl,, english,2018-04-24,Brasil,Fortaleza,CE,https://www.indeed.com.br/viewjob?jk=2ea8c57ad1c6b74d&fccid=3c0bf511b4a29309&vjs=3
jk=d4e0c8f800081694,Analista de BI Data Scientist Pleno,Pontal Telecom e Comunicação Digital,2018-04-24, mongodb nosql dashboard,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=d4e0c8f800081694&fccid=e093f8be0ff94736&vjs=3
jk=9c22d70da47d3389,Data Science Machine Learning Data Scientist Pleno,Pontal Telecom e Comunicação Digital,2018-04-24, python,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=9c22d70da47d3389&fccid=e093f8be0ff94736&vjs=3
jk=e005d0d76e572f0b,Data Science Big Data Data Scientist Pleno,Pontal Telecom e Comunicação Digital,2018-04-24, python big data mapreduce cassandra hbase hive kafka spark big data,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=e005d0d76e572f0b&fccid=e093f8be0ff94736&vjs=3
jk=4c51db7213f10f79,Sales Engineer Bilingual,Alteryx  Inc,2018-04-10, feature,, spanish english spanish,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=4c51db7213f10f79&fccid=dd3b0a1fc99fe359&vjs=3
jk=d10e5209a5d7fbda,Director Channel Sales Latin America LATAM,Alteryx  Inc,2018-03-25, hbase model value significar feature hbase inquerir, bachelor, spanish,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=d10e5209a5d7fbda&fccid=dd3b0a1fc99fe359&vjs=3
jk=7220c7534152d518,Head of Technical Development International,The Aicila Group,2018-03-25, correlation value value, master phd,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=7220c7534152d518&fccid=acec4e3d873740f9&vjs=3
jk=e2a544810599bca3,Especialista de Tecnologia II Desenvolvedor,Hub Talent Connections,2018-04-10, javascript query python php cloud aws cloud azure,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=e2a544810599bca3&fccid=b5056b0424d700b6&vjs=3
jk=6aae78e5a2e94549,TS Senior Java Software Engineer,UL LLC,2018-04-24, mathematica java, bachelor,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=6aae78e5a2e94549&fccid=86e55b06404ba5ff&vjs=3
jk=1570417b5abfc988,Customer Engagement Capability Director LATAF,dunnhumby,2018-03-25, median shell value correlation value shell correlation median de-identification median, master bachelor,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=1570417b5abfc988&fccid=36801496409e6dc9&vjs=3
jk=93e874416f13ef09,Especialista de Software I Product Owner Brazil Labs,ADP,2018-04-21, cloud sas value portão value feature feature excel,, english english,2018-04-24,Brasil,Porto Alegre,RS,https://www.indeed.com.br/viewjob?jk=93e874416f13ef09&fccid=e996c2d6855fe778&vjs=3
jk=617afc3bf4d480bb,Desenvolvedor Web,NI,2018-04-12, java,,,2018-04-24,Brasil,Belo Horizonte,MG,https://www.indeed.com.br/viewjob?jk=617afc3bf4d480bb&fccid=ce783271e420d14a&vjs=3
jk=b1ebe6ad34d833b1,Experienced Data Scientist,IBM,2018-04-16, de-identification unstructured data value significar mathematica r spss sas matlab unstructured data hadoop mahout visualization unstructured data r spss sas matlab database sql java python scala hadoop mahout, master master, english,2018-04-24,Brasil,Sergipe,NI,https://www.indeed.com.br/viewjob?jk=b1ebe6ad34d833b1&fccid=de71a49b535e21cb&vjs=3
jk=2e478b4ec192a2fe,Data Scientists,Symphony,2018-04-02, database algorithm feature unstructured data data set scripting r python java scala spark spark cloud azure aws hadoop spark cassandra, phd, english,2018-04-24,Brasil,Rio Grande do Sul,NI,https://www.indeed.com.br/viewjob?jk=2e478b4ec192a2fe&fccid=964e92af65cbe145&vjs=3
jk=e5fcdad10c130734,Data Engineers,Symphony,2018-04-02, value model python java scala hadoop hbase cassandra mongodb nosql database database kafka kafka spark storm cloud aws algorithm value,,,2018-04-24,Brasil,Rio Grande do Sul,NI,https://www.indeed.com.br/viewjob?jk=e5fcdad10c130734&fccid=964e92af65cbe145&vjs=3
jk=eb1e2314b758cbdc,TAAT Technology Transfer Officer Tanzania,IFDC  International Fertilizer Development,2018-04-14, value value value hana value, master, french english,2018-04-24,Brasil,Espírito Santo,NI,https://www.indeed.com.br/viewjob?jk=eb1e2314b758cbdc&fccid=31b34921d85844be&vjs=3
jk=fa281a3ba3581edb,Technical Recruiter,Google,2018-04-10,, bachelor,,2018-04-24,Brasil,Minas Gerais,NI,https://www.indeed.com.br/viewjob?jk=fa281a3ba3581edb&fccid=a5b4499d9e91a5c6&vjs=3
jk=99c307eebdd518f6,Student Experience Lead Data Programs,Udacity,2018-04-05, feature python pandas value,, english,2018-04-24,Brasil,São Paulo,NI,https://www.indeed.com.br/viewjob?jk=99c307eebdd518f6&fccid=1503f9b2e8718009&vjs=3
jk=800f0ec06a833394,Senior Demographic Analysis expert,Louis Berger,2018-04-13,,, english,2018-04-24,Brasil,Rio Grande do Sul,NI,https://www.indeed.com.br/viewjob?jk=800f0ec06a833394&fccid=54e86ad29c353ca3&vjs=3
jk=b4f231527cc6a1cf,Cientista de Dados,Conquest One,2018-03-25, r python algoritmo modelo excel matemática java spark,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=b4f231527cc6a1cf&fccid=feb8ee460433af19&vjs=3
jk=774076d9fbde53ad,Cientista de dados,Semantix,2018-03-25, volume algoritmo shell scala hadoop r python sql modelo modelo,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=774076d9fbde53ad&fccid=20001ab64f271f8d&vjs=3
jk=728050eff13eb3b3,CIENTISTA DE DADOS CURITIBA PR,Contabilizei,2018-03-25, volume algoritmo economia matemática python r sql,,,2018-04-24,Brasil,Curitiba,PR,https://www.indeed.com.br/viewjob?jk=728050eff13eb3b3&fccid=cebf37842b6ae1c3&vjs=3
jk=3d06b34e52e1cab8,Analista de Dados,MAGNA SISTEMAS,2018-03-30, python r julia java,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=3d06b34e52e1cab8&fccid=7b9bfd9f10fe90c2&vjs=3
jk=402b6c5aac856921,Especialista Cientista de Dados,EXPERIAN,2018-04-07, modelo machine learning modelo algoritmo modelo modelo economia matemática r python java sas spss matlab stata excel mapreduce hadoop hive spark,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=402b6c5aac856921&fccid=75a3a5a15b202084&vjs=3
jk=c180e71cc69f4f00,Estatístico Cientista de Dados,R S Holmes,2018-03-25, modelo sql economia matemática r value,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=c180e71cc69f4f00&fccid=cb984efe2f6a798f&vjs=3
jk=3dda46399fe4e8ff,Cientista De Dados Sql,Véli RH,2018-03-25, sql modelo outlier economia matemática sql sql server sql python r stata machine learning,,,2018-04-24,Brasil,Brasília,DF,https://www.indeed.com.br/viewjob?jk=3dda46399fe4e8ff&fccid=1ec556750fbd4a8a&vjs=3
jk=dc6b010ab1c616b5,cientista de dados,high stakes academy,2018-03-25, value canal canal canal significar,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=dc6b010ab1c616b5&fccid=766d0ff39f21002c&vjs=3
jk=8f6094f1a4d7a3d8,Cientista de Dados Sênior,AIS,2018-03-25, matemática algoritmo hadoop value,,,2018-04-24,Brasil,Brasília,DF,https://www.indeed.com.br/viewjob?jk=8f6094f1a4d7a3d8&fccid=fead2aac12ca6e14&vjs=3
jk=87b96fc534bbfa4a,Cientista de Dados,Programmer s Beyond IT,2018-04-05, algoritmo modelo hbase hbase r python sql sql server azure,,,2018-04-24,Brasil,Brasil,NI,https://www.indeed.com.br/viewjob?jk=87b96fc534bbfa4a&fccid=24ab388c3794fcc5&vjs=3
jk=4bddef78570112c9,Cientista de dados Pleno ou Sr,Semantix,2018-03-25, modelo,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=4bddef78570112c9&fccid=20001ab64f271f8d&vjs=3
jk=5b1ed8356ee00e63,Cientista de Dados,Sympla,2018-03-25, algoritmo modelo model python python r spss hadoop mapreduce spark tableau cloud aws,,,2018-04-24,Brasil,Belo Horizonte,MG,https://www.indeed.com.br/viewjob?jk=5b1ed8356ee00e63&fccid=36a3002a30e6dd78&vjs=3
jk=496e3fa2acfb8de2,Engenheiro de Dados Especialista,EXPERIAN,2018-04-07, big data nuvem modelo hadoop hbase sql sql sas spss matlab r stata excel,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=496e3fa2acfb8de2&fccid=75a3a5a15b202084&vjs=3
jk=e592dbc8dcecdf89,Cientistas de Dados com Estatística,South System,2018-03-25, portão,,,2018-04-24,Brasil,Porto Alegre,RS,https://www.indeed.com.br/viewjob?jk=e592dbc8dcecdf89&fccid=655206b229101e5f&vjs=3
jk=9413d54ef94521b4,Cientista de Dados,SOMOS Educação,2018-03-25, modelo,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=9413d54ef94521b4&fccid=f1045f0ed68084e0&vjs=3
jk=5b723b86006db999,Especialista de Tecnologia II Cientista de Dados,Hub Talent Connections,2018-04-10, modelo modelo r python sql,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=5b723b86006db999&fccid=b5056b0424d700b6&vjs=3
jk=e38ac2af7d795b46,Cientista de Dados,Connekt,2018-03-25, economia valor matemática economia python r scala mapreduce hadoop hive spark,,,2018-04-24,Brasil,Brasil,NI,https://www.indeed.com.br/viewjob?jk=e38ac2af7d795b46&fccid=ff81ffcff9401753&vjs=3
jk=273ca8f40fdbe1de,Cientista Engenheiro de Dados Jr,Bem Fácil Contrate,2018-04-19, algoritmo nuvem r,,,2018-04-24,Brasil,Porto Alegre,RS,https://www.indeed.com.br/viewjob?jk=273ca8f40fdbe1de&fccid=6c5ae06c82b00e36&vjs=3
jk=2dcba63a2378049d,Cientista de Dados,ContaAzul,2018-04-12, nuvem modelo modelo valor matemática economia python r python clustering value value,,,2018-04-24,Brasil,Joinville,SC,https://www.indeed.com.br/viewjob?jk=2dcba63a2378049d&fccid=c5ee5cba9738bff6&vjs=3
jk=98e626b30c59126d,Cientista de Dados,HPROJEKT,2018-03-25, economia valor matemática economia python r scala mapreduce hadoop hive,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=98e626b30c59126d&fccid=a00c29f157b3008c&vjs=3
jk=b767fb1b316de041,Engenheiro de Dados,NI,2018-04-03, modelo modelo python scala hadoop hive sql impala volume spark spark,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=b767fb1b316de041&fccid=ce783271e420d14a&vjs=3
jk=73457fb8b9e900ca,Cientista da Informação,ITWV Soluções Inteligentes em Tecnologia LTDA   ME,2018-04-05, r python hadoop nosql spark java,,,2018-04-24,Brasil,Taboão da Serra,SP,https://www.indeed.com.br/viewjob?jk=73457fb8b9e900ca&fccid=e940a7666bc39490&vjs=3
jk=2d53f10a8d208e97,Cientista de Dados Senior em Barueri SP,NI,2018-04-20, matemática modelo,,,2018-04-24,Brasil,Barueri,SP,https://www.indeed.com.br/viewjob?jk=2d53f10a8d208e97&fccid=ce783271e420d14a&vjs=3
jk=62e88f080027013f,Estágio Cientista de Dados Business Intelligence,Gocase,2018-03-25, dashboard dashboard modelo matemática economia sql excel python sql tableau pig r,,,2018-04-24,Brasil,Fortaleza,CE,https://www.indeed.com.br/viewjob?jk=62e88f080027013f&fccid=e7109e03515d5459&vjs=3
jk=e488e6fe02f43473,Analista,NI,2018-04-14, sql server sql server sql server,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=e488e6fe02f43473&fccid=ce783271e420d14a&vjs=3
jk=6d8742f22ff50e9b,Engenheiro a de Dados,ContaAzul,2018-03-25, nuvem aws modelo python java javascript python sql armazenamento kafka cloud cloud storage aws pentaho tableau value value,,,2018-04-24,Brasil,Joinville,SC,https://www.indeed.com.br/viewjob?jk=6d8742f22ff50e9b&fccid=c5ee5cba9738bff6&vjs=3
jk=4b0674044b5761a0,Product Manager,TFG Co,2018-03-25, feature dashboard economia matemática excel r matlab,,,2018-04-24,Brasil,São Paulo,SP,https://www.indeed.com.br/viewjob?jk=4b0674044b5761a0&fccid=64ebc2224458c8be&vjs=3
