JobClear,companyClear,dateClean,skills,education,language,dateColect,country,cityClear,stateClear,url
Data Scientist,Ritchie Bros,2018-01-02,shell feature hbase server sql nosql scripting java python r hadoop spark kafka hive pig sqoop aws aws bias value,phd,,2018-01-17,Canada,Burnaby,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=211&ao=133422&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f69f0b7b&cb=1516222785986&jobListingId=2605328203
Jr Data Scientist,Fortinet,2018-01-11,scalability database database,,,2018-01-17,Canada,Burnaby,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=212&ao=197149&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_aa570a6a&cb=1516222785988&jobListingId=2443164657
Data Scientist,Sickkids,2018-01-09,feature r python,bachelor,english french,2018-01-17,Canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=213&ao=4120&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_fe31dd01&cb=1516222785989&jobListingId=2631442312
Data Scientist,Myant,2017-12-22,cloud algorithm mathematica mathematica algorithm python matlab r algorithm,,,2018-01-17,Canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=214&ao=4341&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_36efe6a8&cb=1516222785990&jobListingId=2572381389
Senior Data Scientist,Precima,2018-01-09,model mathematica econometrics econometrics econometrics model value mathematica econometrics econometrics econometrics model sql sas python model python r,phd,,2018-01-17,Canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=215&ao=292860&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_97056e92&cb=1516222785992&jobListingId=2586127576
Data Scientist,INgrooves Music Group,2017-12-27,coefficient model mathematica econometrics python scala java r sql pandas hadoop hive spark visualization clustering algorithm model model algorithm data set,,,2018-01-17,Canada,Victoria,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=216&ao=4120&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_df170635&cb=1516222785993&jobListingId=2599797198
Data Scientist,Exiger,2018-01-02,algorithm model algorithm javascript python r,master,,2018-01-17,Canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=217&ao=148364&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e59c92a4&cb=1516222785994&jobListingId=2604659105
Data Scientist Advanced Analytics,IBM,2018-01-17,,,,2018-01-17,Canada,Calgary,AB,https://www.glassdoor.com/partner/jobListing.htm?pos=218&ao=140152&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7f93d150&cb=1516222785996&jobListingId=2617468270
Data Scientist,uni T,2018-01-12,value model value algorithm model mathematica mathematica python pandas r scripting java classification regression clustering cloud aws azure pig hive mapreduce database mathematica classification hbase,phd,,2018-01-17,Canada,Montreal,QC,https://www.glassdoor.com/partner/jobListing.htm?pos=219&ao=66506&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e6342a74&cb=1516222785997&jobListingId=2634321293
Data Scientist Big Data,Farmers Edge,2018-01-15,petabyte unstructured data model java python scala spark mapreduce hive storm spark algorithm,phd,,2018-01-17,Canada,Calgary,AB,https://www.glassdoor.com/partner/jobListing.htm?pos=220&ao=218665&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_01ae404f&cb=1516222785999&jobListingId=2637559160
Data Scientist Machine Learning,Finger Food Studios,2018-01-15,,,,2018-01-17,Canada,Port Coquitlam,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=221&ao=4120&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_14643b76&cb=1516222786000&jobListingId=2497682282
Data Scientist Coop,IBM,2018-01-12,cloud python r spss sql cloud,,,2018-01-17,Canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=222&ao=140152&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f03e16eb&cb=1516222786001&jobListingId=2634372919
Associate Data Scientist,PointClickCare,2018-01-07,correlation visualization model model database algorithm visualization mathematica econometrics algorithm sas sql server spss r sas r,,,2018-01-17,Canada,Mississauga,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=223&ao=268514&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_2cdf09b8&cb=1516222786002&jobListingId=2629985549
Data Scientist,Widger Talent LLC,2018-01-01,query aws hadoop visualization dashboard hadoop java python spark sql,master phd,,2018-01-17,Canada,Halifax,NS,https://www.glassdoor.com/partner/jobListing.htm?pos=224&ao=14295&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_7f48453c&cb=1516222786003&jobListingId=2580242141
Data Scientist Machine Learning Specialist,Granify,2018-01-17,algorithm perl algorithm aws cloud python spark tableau hadoop model algorithm transactional data value value r tableau value value,phd,,2018-01-17,Canada,Edmonton,AB,https://www.glassdoor.com/partner/jobListing.htm?pos=225&ao=66506&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_51c965ef&cb=1516222786005&jobListingId=2617386676
Lead Data Scientist,NuData Security,2018-01-08,feature database model data set feature algorithm model model sql python r java matlab visualization,,,2018-01-17,Canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=226&ao=4341&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_2d612a97&cb=1516222786006&jobListingId=2610604187
Summer Data Scientist Internship,Interset,2017-12-27,value mathematica model storage mathematica r hadoop sql spark tableau,,,2018-01-17,Canada,Ottawa,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=227&ao=4120&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_17af61a7&cb=1516222786007&jobListingId=2599591318
Jr Data Scientist,Trend Micro,2018-01-15,model database cloud algorithm classification algorithm database sql nosql model python r julia database database hadoop cassandra elasticsearch cloud aws cloud classification clustering value pig,,,2018-01-17,Canada,Ottawa,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=228&ao=4008&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_6b68e172&cb=1516222786008&jobListingId=2568838410
Data Scientist III,TD Bank,2018-01-17,model server model petabyte visualization scripting database hadoop hive pig spark unstructured data volume model value server,,,2018-01-17,Canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=229&ao=134866&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_381976b9&cb=1516222786009&jobListingId=2638734366
Reporting Analytics Lead Associate Actuary Data Scientist,Manulife,2018-01-16,visualization scripting econometrics,,,2018-01-17,Canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=230&ao=244704&s=58&guid=0000016105eba7dba1ae514eea82b112&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_687624b8&cb=1516222786010&jobListingId=2617023391
Data Scientist Scientifique de donn√ es,Acquisio,2018-01-12,algorithm algorithm feature algorithm hue data set algorithm algorithm r java python javascript r median,master,,2018-01-17,Canada,Brossard,QC,https://www.glassdoor.com/partner/jobListing.htm?pos=302&ao=66506&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d2d1497e&cb=1516222937800&jobListingId=2341462676
Data Scientist Data Analytics,KPMG Canada,2017-12-27,value model bias model visualization dashboard model volume unstructured data algorithm database mathematica mathematica econometrics volume r python matlab sas spss scripting perl python java tableau spotfire hadoop hive pig database sql server excel value value,master,,2018-01-17,Canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=303&ao=102921&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c9839e39&cb=1516222937801&jobListingId=2455217787
Data Scientist Starting May,LoyaltyOne,2018-01-17,,,,2018-01-17,Canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=304&ao=133524&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_83335ca7&cb=1516222937802&jobListingId=2638540943
Data Engineer,IUGO Mobile Entertainment,2018-01-15,server server server cloud database server server,,,2018-01-17,Canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=305&ao=220035&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b9a9e419&cb=1516222937803&jobListingId=2637222841
Data Scientist Team Lead,Terminal,2018-01-16,aggregation model model model algorithm python,,,2018-01-17,Canada,Kitchener,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=306&ao=148364&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d018c9ee&cb=1516222937804&jobListingId=2593146513
Senior Data Scientist,Fortinet,2018-01-05,volume query correlation database hadoop spark nosql visualization tableau shell ruby python perl r matlab sas stata,,,2018-01-17,Canada,Burnaby,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=307&ao=197149&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f551bd03&cb=1516222937804&jobListingId=2560527653
Analytics Architect,IUGO Mobile Entertainment,2018-01-16,aws server server cloud php python java server server cloud spark kafka cassandra hadoop nosql database server volume,,,2018-01-17,Canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=308&ao=220033&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9c54bed4&cb=1516222937806&jobListingId=2638131855
Senior Data Scientist,Manulife,2018-01-03,model model model model value unstructured data dashboard python r sas sql java unstructured data storage,,,2018-01-17,Canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=309&ao=244704&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_06622260&cb=1516222937806&jobListingId=2626631443
Customer Facing Data Scientist,DataRobot,2017-12-26,model value model scripting python hadoop,,,2018-01-17,Canada,Canada,Canada,https://www.glassdoor.com/partner/jobListing.htm?pos=310&ao=4120&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a682684e&cb=1516222937808&jobListingId=2574157637
Data Scientist Bio Informatics Specialist,SCIEX,2018-01-16,mathematica,,,2018-01-17,Canada,Concord,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=311&ao=102921&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_82559e8d&cb=1516222937809&jobListingId=2638143748
Data Scientist Staff,realtor com,2018-01-15,value algorithm server feature feature model visualization mathematica econometrics algorithm r perl python spark model deep learning r sas scala spark python,phd,,2018-01-17,Canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=312&ao=133562&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_15d3daba&cb=1516222937810&jobListingId=2637474118
Machine Learning Developer Data Scientist,Rangle io,2018-01-10,javascript javascript model javascript value,master,,2018-01-17,Canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=313&ao=239558&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_08e38823&cb=1516222937811&jobListingId=2612536910
Senior Data Scientist,LoyaltyOne,2018-01-10,model mathematica econometrics econometrics econometrics model value mathematica econometrics econometrics econometrics model sql sas python model python r,phd,,2018-01-17,Canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=314&ao=295803&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_cdf73b28&cb=1516222937811&jobListingId=2586746750
Big Data Scientist,,2018-01-01,value model classification regression clustering algorithm visualization algorithm python r spss sas matlab database sql hadoop hive pig mathematica java scripting visualization r tableau,bachelor master master phd,,2018-01-17,Canada,ND,ND,https://www.glassdoor.com/partner/jobListing.htm?pos=315&ao=4120&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d723a0f3&cb=1516222937813&jobListingId=1128380143
Analytical Chemist month contract positions available,Purdue Pharma Canada,2018-01-15,perl mathematica,,,2018-01-17,Canada,Pickering,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=316&ao=264093&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_eacb1754&cb=1516222937814&jobListingId=2637168931
Applied Scientist,Amazon,2018-01-11,algorithm model java r matlab python scripting java scripting perl python mathematica,master phd phd,,2018-01-17,Canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=317&ao=133043&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_dc4ff042&cb=1516222937815&jobListingId=2633784703
Senior Data Scientist,Finning,2017-12-20,value model algorithm model model variance algorithm data set cloud mathematica regression r sas spss azure tableau excel sql sql python matlab java,master,,2018-01-17,Canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=318&ao=242900&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_6c52d2c9&cb=1516222937816&jobListingId=2523556706
Remote Sensing Research Scientist,Government of Canada,2018-01-10,correlation data set model model,,english french english french english,2018-01-17,Canada,Victoria,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=319&ao=4120&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_2282e59f&cb=1516222937817&jobListingId=2632791117
Cognitive Apps Engineer Data Scientist IBM Consulting,IBM,2018-01-13,,,,2018-01-17,Canada,Ottawa,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=320&ao=140152&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_dc651ec7&cb=1516222937818&jobListingId=2614809746
Senior Director Data Science,Loblaw Digital,2017-12-28,hana mean mean hadoop mapreduce hive hbase sqoop spark tableau hadoop mapreduce hive hbase unstructured data visualization model value shell,,,2018-01-17,Canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=321&ao=299951&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_87e7cf17&cb=1516222937820&jobListingId=2622524358
CAPCO Data Scientist,Capco,2018-01-11,r sas matlab python visualization tableau spotfire database database sql server database mathematica hadoop big data mapreduce aws model hbase,,,2018-01-17,Canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=322&ao=135083&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d667929e&cb=1516222937821&jobListingId=2613736247
Senior Data Scientist,StackAdapt,2017-12-18,storage scalability model algorithm model python r regression classification hadoop spark hive hbase hadoop hive hbase spark storage,master phd,,2018-01-17,Canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=323&ao=148105&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e5a4457c&cb=1516222937822&jobListingId=2536453367
Lead Data Scientist,Unata Inc,2017-12-18,server value pig hbase algorithm python pandas algorithm cassandra kafka elasticsearch pig,,,2018-01-17,Canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=324&ao=148105&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_327874b0&cb=1516222937824&jobListingId=2548305285
Applied Research Scientist,Element AI,2018-01-01,model hue data set r python scala javascript java value,phd master,,2018-01-17,Canada,Montreal,QC,https://www.glassdoor.com/partner/jobListing.htm?pos=325&ao=8095&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_361e8c11&cb=1516222937825&jobListingId=2511152943
Data Engineer,xMatters,2018-01-17,cloud sql query feature database database database database sql kafka cassandra nosql scripting python java database cloud aws cloud mean,,,2018-01-17,Canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=326&ao=4120&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8f433d79&cb=1516222937826&jobListingId=2617189112
Research Scientist,Stradigi,2018-01-03,mathematica python scala java visualization storage,phd,,2018-01-17,Canada,Montreal,QC,https://www.glassdoor.com/partner/jobListing.htm?pos=327&ao=4120&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_721697be&cb=1516222937827&jobListingId=2559287399
Sr Data Scientist Analytics,Zenefits,2018-01-15,feature feature model classification dashboard mathematica sql python spark mode,phd,,2018-01-17,Canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=328&ao=134227&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_de728ace&cb=1516222937828&jobListingId=2616026678
Wind Energy Data Scientist,Sentient Science Corporation,2017-12-27,model model feature algorithm feature model feature algorithm feature model data set aggregation database deep learning feature python r sql shell cloud mathematica model,phd,,2018-01-17,Canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=329&ao=4346&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d5d5195f&cb=1516222937828&jobListingId=2574860614
Data Scientist ‚ Store Level Experimentation and Analytics,Canadian Tire Corporation,2018-01-15,storage storage model model storage r econometrics mathematica,,,2018-01-17,Canada,Ontario,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=330&ao=133291&s=58&guid=0000016105edf92ea0001dfeeaa547a6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_37c16437&cb=1516222937830&jobListingId=2568882878
Data Scientist Analytics Center of Excellence,IQVIA,2018-01-10,econometrics econometrics r python sas spark spark sql hive volume,bachelor master,,2018-01-17,Canada,Montreal,QC,https://www.glassdoor.com/partner/jobListing.htm?pos=401&ao=137342&s=58&guid=0000016105f04bf08c5bf53f5acba62c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_bdd31633&cb=1516223090108&jobListingId=2376824856
Research Scientist AI,Facebook,2018-01-09,mathematica model perceptron model mathematica,,,2018-01-17,Canada,Montreal,QC,https://www.glassdoor.com/partner/jobListing.htm?pos=402&ao=132920&s=58&guid=0000016105f04bf08c5bf53f5acba62c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f223e7c7&cb=1516223090110&jobListingId=2540245661
Data Engineer,Electronic Arts,2018-01-03,model scripting hive spark storm sql server database database database database failover cloud aws,bachelor master,,2018-01-17,Canada,Burnaby,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=403&ao=281965&s=58&guid=0000016105f04bf08c5bf53f5acba62c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_50b120f3&cb=1516223090111&jobListingId=2606437996
